[(0,84),(1,169),(2,0),(85,168),(86,1),(87,252),(170,169),(171,0),(171,85)]
[(0,85),(1,171),(2,0),(86,170),(87,1),(88,255),(172,171),(173,0),(173,86)]
[(0,86),(1,173),(2,0),(87,172),(88,1),(89,258),(174,173),(175,0),(175,87)]
[(0,87),(1,175),(2,0),(88,174),(89,1),(90,261),(176,175),(177,0),(177,88)]
[(0,88),(1,177),(2,0),(89,176),(90,1),(91,264),(178,177),(179,0),(179,89)]
[(0,89),(1,179),(2,0),(90,178),(91,1),(92,267),(180,179),(181,0),(181,90)]
[(0,90),(1,181),(2,0),(91,180),(92,1),(93,270),(182,181),(183,0),(183,91)]
[(0,91),(1,183),(2,0),(92,182),(93,1),(94,273),(184,183),(185,0),(185,92)]
[(0,92),(1,185),(2,0),(93,184),(94,1),(95,276),(186,185),(187,0),(187,93)]
[(0,93),(1,187),(2,0),(94,186),(95,1),(96,279),(188,187),(189,0),(189,94)]
[(0,94),(1,189),(2,0),(95,188),(96,1),(97,282),(190,189),(191,0),(191,95)]
[(0,95),(1,191),(2,0),(96,190),(97,1),(98,285),(192,191),(193,0),(193,96)]
[(0,96),(1,193),(2,0),(97,192),(98,1),(99,288),(194,193),(195,0),(195,97)]
[(0,97),(1,195),(2,0),(98,194),(99,1),(100,291),(196,195),(197,0),(197,98)]
[(0,98),(1,197),(2,0),(99,196),(100,1),(101,294),(198,197),(199,0),(199,99)]
[(0,99),(1,199),(2,0),(100,198),(101,1),(102,297),(200,199),(201,0),(201,100)]
[(0,100),(1,201),(2,0),(101,200),(102,1),(103,300),(202,201),(203,0),(203,101)]
[(0,101),(1,203),(2,0),(102,202),(103,1),(104,303),(204,203),(205,0),(205,102)]
[(0,102),(1,205),(2,0),(103,204),(104,1),(105,306),(206,205),(207,0),(207,103)]
